id,lang,keyword,cluster,subcluster,intent,priority,target_url,target_scope,status,funnel_stage,business_value,gsc_impressions,gsc_clicks,gsc_ctr,gsc_avg_position,country,device,last_checked,notes
kw-260,uk,догляд за leatherette,material,Leatherette care uk,informational,P2,/articles/racer-vs-loft-air-vs-mesh/,single_url,current,awareness,low,,,,,,,,Long-tail по уходу за поверхностью Racer/Leatherette; усиливать в материальном гайде и FAQ-блоках.
kw-261,ru,уход за leatherette,material,Leatherette care ru,informational,P2,/ru/articles/racer-vs-loft-air-vs-mesh/,single_url,current,awareness,low,,,,,,,,Long-tail по уходу за поверхностью Racer/Leatherette; усиливать в материальном гайде и FAQ-блоках.
kw-262,uk,догляд за mesh,material,Mesh care uk,informational,P2,/articles/racer-vs-loft-air-vs-mesh/,single_url,current,awareness,low,,,,,,,,"Long-tail по уходу за Mesh; раскрывать через вентиляцию, пыль, чистку и сценарий помещения."
kw-263,ru,уход за mesh,material,Mesh care ru,informational,P2,/ru/articles/racer-vs-loft-air-vs-mesh/,single_url,current,awareness,low,,,,,,,,"Long-tail по уходу за Mesh; раскрывать через вентиляцию, пыль, чистку и сценарий помещения."
kw-264,uk,wing mesh чи wing loft air,comparison,WING surface uk,commercial investigation,P2,/articles/racer-vs-loft-air-vs-mesh/ | /products/wing/,url_group,current,consideration,medium,,,,,,,,Сравнение поверхностей внутри WING; текущая цель - материаловый гайд плюс страница серии WING.
kw-265,ru,wing mesh или wing loft air,comparison,WING surface ru,commercial investigation,P2,/ru/articles/racer-vs-loft-air-vs-mesh/ | /ru/products/wing/,url_group,current,consideration,medium,,,,,,,,Сравнение поверхностей внутри WING; текущая цель - материаловый гайд плюс страница серии WING.
kw-266,uk,xtal racer чи xtal mesh,comparison,XTAL surface uk,commercial investigation,P2,/articles/racer-vs-loft-air-vs-mesh/ | /products/xtal/,url_group,current,consideration,medium,,,,,,,,Сравнение поверхностей внутри XTAL; не дублировать WING vs XTAL и общий series comparison.
kw-267,ru,xtal racer или xtal mesh,comparison,XTAL surface ru,commercial investigation,P2,/ru/articles/racer-vs-loft-air-vs-mesh/ | /ru/products/xtal/,url_group,current,consideration,medium,,,,,,,,Сравнение поверхностей внутри XTAL; не дублировать WING vs XTAL и общий series comparison.
kw-268,uk,крісла для переговорної,guide,meeting room uk,commercial investigation,P2,/articles/chairs-for-office-team/,single_url,current,consideration,medium,,,,,,,,"B2B long-tail; раскрывать как часть командного выбора, не создавать отдельную страницу без спроса/GSC."
kw-269,ru,кресла для переговорной,guide,meeting room ru,commercial investigation,P2,/ru/articles/chairs-for-office-team/,single_url,current,consideration,medium,,,,,,,,"B2B long-tail; раскрывать как часть командного выбора, не создавать отдельную страницу без спроса/GSC."
kw-270,uk,крісла для команди розробників,guide,developer team uk,commercial investigation,P2,/articles/chairs-for-office-team/,single_url,current,consideration,medium,,,,,,,,"B2B/persona long-tail для IT-команд; раскрывать через рабочие места, вентиляцию, регулировки и бюджет."
kw-271,ru,кресла для команды разработчиков,guide,developer team ru,commercial investigation,P2,/ru/articles/chairs-for-office-team/,single_url,current,consideration,medium,,,,,,,,"B2B/persona long-tail для IT-команд; раскрывать через рабочие места, вентиляцию, регулировки и бюджет."
kw-272,uk,купити ігрове крісло aerocool,transaction,buy gaming uk,transactional,P1,/products/ | /contact/,url_group,current,purchase,high,,,,,,,,"Уточненный purchase-запрос; вести в каталог и контакт, условия покупки не обещать без confirmed product facts."
kw-273,ru,купить игровое кресло aerocool,transaction,buy gaming ru,transactional,P1,/ru/products/ | /ru/contact/,url_group,current,purchase,high,,,,,,,,"Уточненный purchase-запрос; вести в каталог и контакт, условия покупки не обещать без confirmed product facts."
kw-274,uk,купити офісне крісло aerocool,transaction,buy office uk,transactional,P1,/products/ | /contact/,url_group,current,purchase,high,,,,,,,,"Уточненный purchase-запрос под office/home office; синхронизировать с ценой, наличием и гарантией только после подтверждения."
kw-275,ru,купить офисное кресло aerocool,transaction,buy office ru,transactional,P1,/ru/products/ | /ru/contact/,url_group,current,purchase,high,,,,,,,,"Уточненный purchase-запрос под office/home office; синхронизировать с ценой, наличием и гарантией только после подтверждения."
kw-276,uk,крісло з хорошою вентиляцією,material,ventilation scenario uk,commercial investigation,P1,/articles/racer-vs-loft-air-vs-mesh/ | /products/sky/,url_group,current,consideration,medium,,,,,,,,Сценарный запрос про вентиляцию; связывать Mesh/Loft Air/SKY без объявления универсально лучшей модели.
kw-277,ru,кресло с хорошей вентиляцией,material,ventilation scenario ru,commercial investigation,P1,/ru/articles/racer-vs-loft-air-vs-mesh/ | /ru/products/sky/,url_group,current,consideration,medium,,,,,,,,Сценарный запрос про вентиляцию; связывать Mesh/Loft Air/SKY без объявления универсально лучшей модели.
kw-278,uk,ціна aerocool sky 360,product transaction,model price uk,transactional,P2,/products/sky/360/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-279,ru,цена aerocool sky 360,product transaction,model price ru,transactional,P2,/ru/products/sky/360/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-280,uk,aerocool sky 360 в наявності,product transaction,model availability uk,transactional,P2,/products/sky/360/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-281,ru,aerocool sky 360 в наличии,product transaction,model availability ru,transactional,P2,/ru/products/sky/360/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-282,uk,ціна aerocool sky light,product transaction,model price uk,transactional,P2,/products/sky/light/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-283,ru,цена aerocool sky light,product transaction,model price ru,transactional,P2,/ru/products/sky/light/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-284,uk,aerocool sky light в наявності,product transaction,model availability uk,transactional,P2,/products/sky/light/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-285,ru,aerocool sky light в наличии,product transaction,model availability ru,transactional,P2,/ru/products/sky/light/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-286,uk,ціна aerocool wing loft air dark grey,product transaction,model price uk,transactional,P2,/products/wing/loft-air-dark-grey/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-287,ru,цена aerocool wing loft air dark grey,product transaction,model price ru,transactional,P2,/ru/products/wing/loft-air-dark-grey/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-288,uk,aerocool wing loft air dark grey в наявності,product transaction,model availability uk,transactional,P2,/products/wing/loft-air-dark-grey/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-289,ru,aerocool wing loft air dark grey в наличии,product transaction,model availability ru,transactional,P2,/ru/products/wing/loft-air-dark-grey/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-290,uk,ціна aerocool wing loft air light grey,product transaction,model price uk,transactional,P2,/products/wing/loft-air-light-grey/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-291,ru,цена aerocool wing loft air light grey,product transaction,model price ru,transactional,P2,/ru/products/wing/loft-air-light-grey/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-292,uk,aerocool wing loft air light grey в наявності,product transaction,model availability uk,transactional,P2,/products/wing/loft-air-light-grey/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-293,ru,aerocool wing loft air light grey в наличии,product transaction,model availability ru,transactional,P2,/ru/products/wing/loft-air-light-grey/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-294,uk,ціна aerocool wing mesh black,product transaction,model price uk,transactional,P2,/products/wing/mesh-black/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-295,ru,цена aerocool wing mesh black,product transaction,model price ru,transactional,P2,/ru/products/wing/mesh-black/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-296,uk,aerocool wing mesh black в наявності,product transaction,model availability uk,transactional,P2,/products/wing/mesh-black/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-297,ru,aerocool wing mesh black в наличии,product transaction,model availability ru,transactional,P2,/ru/products/wing/mesh-black/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-298,uk,ціна aerocool wing racer black,product transaction,model price uk,transactional,P2,/products/wing/racer-black/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-299,ru,цена aerocool wing racer black,product transaction,model price ru,transactional,P2,/ru/products/wing/racer-black/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-300,uk,aerocool wing racer black в наявності,product transaction,model availability uk,transactional,P2,/products/wing/racer-black/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-301,ru,aerocool wing racer black в наличии,product transaction,model availability ru,transactional,P2,/ru/products/wing/racer-black/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-302,uk,ціна aerocool wing racer dark grey,product transaction,model price uk,transactional,P2,/products/wing/racer-dark-grey/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-303,ru,цена aerocool wing racer dark grey,product transaction,model price ru,transactional,P2,/ru/products/wing/racer-dark-grey/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-304,uk,aerocool wing racer dark grey в наявності,product transaction,model availability uk,transactional,P2,/products/wing/racer-dark-grey/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-305,ru,aerocool wing racer dark grey в наличии,product transaction,model availability ru,transactional,P2,/ru/products/wing/racer-dark-grey/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-306,uk,ціна aerocool xtal loft air dark grey,product transaction,model price uk,transactional,P2,/products/xtal/loft-air-dark-grey/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-307,ru,цена aerocool xtal loft air dark grey,product transaction,model price ru,transactional,P2,/ru/products/xtal/loft-air-dark-grey/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-308,uk,aerocool xtal loft air dark grey в наявності,product transaction,model availability uk,transactional,P2,/products/xtal/loft-air-dark-grey/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-309,ru,aerocool xtal loft air dark grey в наличии,product transaction,model availability ru,transactional,P2,/ru/products/xtal/loft-air-dark-grey/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-310,uk,ціна aerocool xtal loft air light grey,product transaction,model price uk,transactional,P2,/products/xtal/loft-air-light-grey/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-311,ru,цена aerocool xtal loft air light grey,product transaction,model price ru,transactional,P2,/ru/products/xtal/loft-air-light-grey/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-312,uk,aerocool xtal loft air light grey в наявності,product transaction,model availability uk,transactional,P2,/products/xtal/loft-air-light-grey/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-313,ru,aerocool xtal loft air light grey в наличии,product transaction,model availability ru,transactional,P2,/ru/products/xtal/loft-air-light-grey/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-314,uk,ціна aerocool xtal mesh black,product transaction,model price uk,transactional,P2,/products/xtal/mesh-black/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-315,ru,цена aerocool xtal mesh black,product transaction,model price ru,transactional,P2,/ru/products/xtal/mesh-black/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-316,uk,aerocool xtal mesh black в наявності,product transaction,model availability uk,transactional,P2,/products/xtal/mesh-black/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-317,ru,aerocool xtal mesh black в наличии,product transaction,model availability ru,transactional,P2,/ru/products/xtal/mesh-black/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-318,uk,ціна aerocool xtal racer black,product transaction,model price uk,transactional,P2,/products/xtal/racer-black/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-319,ru,цена aerocool xtal racer black,product transaction,model price ru,transactional,P2,/ru/products/xtal/racer-black/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-320,uk,aerocool xtal racer black в наявності,product transaction,model availability uk,transactional,P2,/products/xtal/racer-black/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-321,ru,aerocool xtal racer black в наличии,product transaction,model availability ru,transactional,P2,/ru/products/xtal/racer-black/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-322,uk,ціна aerocool xtal racer dark grey,product transaction,model price uk,transactional,P2,/products/xtal/racer-dark-grey/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-323,ru,цена aerocool xtal racer dark grey,product transaction,model price ru,transactional,P2,/ru/products/xtal/racer-dark-grey/,single_url,current,purchase,high,,,,,,,,Ценовой long-tail конкретной модели; синхронизировать с front matter price и Offer JSON-LD.
kw-324,uk,aerocool xtal racer dark grey в наявності,product transaction,model availability uk,transactional,P2,/products/xtal/racer-dark-grey/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-325,ru,aerocool xtal racer dark grey в наличии,product transaction,model availability ru,transactional,P2,/ru/products/xtal/racer-dark-grey/,single_url,current,purchase,high,,,,,,,,Availability long-tail конкретной модели; использовать только пока front matter availability подтвержден бизнес-данными.
kw-326,uk,крісло для програміста,guide,developer individual uk,commercial investigation,P2,/articles/chair-for-computer-work/,single_url,growth,consideration,medium,,,,,,,,Раскрывать как рабочий сценарий за компьютером; не создавать отдельную страницу без GSC-сигнала.
kw-327,ru,кресло для программиста,guide,developer individual ru,commercial investigation,P2,/ru/articles/chair-for-computer-work/,single_url,growth,consideration,medium,,,,,,,,Раскрывать как рабочий сценарий за компьютером; не создавать отдельную страницу без GSC-сигнала.
kw-328,uk,крісло для IT-фахівця,guide,IT professional uk,commercial investigation,P2,/articles/chair-for-computer-work/ | /articles/chairs-for-office-team/,url_group,growth,consideration,medium,,,,,,,,"Связка индивидуального рабочего дня и командной закупки; держать через сценарий, а не профессию ради профессии."
kw-329,ru,кресло для IT специалиста,guide,IT professional ru,commercial investigation,P2,/ru/articles/chair-for-computer-work/ | /ru/articles/chairs-for-office-team/,url_group,growth,consideration,medium,,,,,,,,"Связка индивидуального рабочего дня и командной закупки; держать через сценарий, а не профессию ради профессии."
kw-330,uk,крісло для відеодзвінків,guide,video calls uk,commercial investigation,P2,/articles/best-chair-for-home-office/,single_url,growth,consideration,medium,,,,,,,,"Раскрывать в home office через внешний вид, посадку, длительность звонков и нейтральность кресла в кадре."
kw-331,ru,кресло для видеозвонков,guide,video calls ru,commercial investigation,P2,/ru/articles/best-chair-for-home-office/,single_url,growth,consideration,medium,,,,,,,,"Раскрывать в home office через внешний вид, посадку, длительность звонков и нейтральность кресла в кадре."
kw-332,uk,крісло для невеликого кабінету,guide,small office uk,commercial investigation,P2,/articles/best-chair-for-home-office/,single_url,growth,consideration,medium,,,,,,,,"Сценарий маленького кабинета; раскрывать через размер пространства, визуальную легкость и сценарии home office."
kw-333,ru,кресло для небольшого кабинета,guide,small office ru,commercial investigation,P2,/ru/articles/best-chair-for-home-office/,single_url,growth,consideration,medium,,,,,,,,"Сценарий небольшого кабинета; раскрывать через размер пространства, визуальную легкость и сценарии home office."
kw-334,uk,крісло для теплої кімнати,material,warm room uk,commercial investigation,P2,/articles/racer-vs-loft-air-vs-mesh/,single_url,growth,consideration,medium,,,,,,,,Материаловый сценарий; связывать с Mesh/Loft Air без обещания универсально лучшей модели.
kw-335,ru,кресло для жаркой комнаты,material,warm room ru,commercial investigation,P2,/ru/articles/racer-vs-loft-air-vs-mesh/,single_url,growth,consideration,medium,,,,,,,,Материаловый сценарий; связывать с Mesh/Loft Air без обещания универсально лучшей модели.
kw-336,uk,крісло із сітчастою спинкою,material,mesh back uk,commercial investigation,P1,/articles/racer-vs-loft-air-vs-mesh/ | /products/sky/,url_group,growth,consideration,medium,,,,,,,,"Сильный material/category long-tail; раскрывать через вентиляцию, SKY и Mesh-варианты."
kw-337,ru,кресло с сетчатой спинкой,material,mesh back ru,commercial investigation,P1,/ru/articles/racer-vs-loft-air-vs-mesh/ | /ru/products/sky/,url_group,growth,consideration,medium,,,,,,,,"Сильный material/category long-tail; раскрывать через вентиляцию, SKY и Mesh-варианты."
kw-338,uk,крісло з підтримкою попереку,adjustment,lumbar support uk,commercial investigation,P1,/articles/how-to-choose-chair-by-adjustability/ | /articles/chair-for-posture-and-long-work/,url_group,growth,consideration,medium,,,,,,,,Раскрывать через регулировку и посадку без медицинских обещаний.
kw-339,ru,кресло с поддержкой поясницы,adjustment,lumbar support ru,commercial investigation,P1,/ru/articles/how-to-choose-chair-by-adjustability/ | /ru/articles/chair-for-posture-and-long-work/,url_group,growth,consideration,medium,,,,,,,,Раскрывать через регулировку и посадку без медицинских обещаний.
kw-340,uk,крісло з регульованим сидінням,adjustment,adjustable seat uk,commercial investigation,P2,/articles/how-to-choose-chair-by-adjustability/,single_url,growth,consideration,medium,,,,,,,,Уточнение по регулировкам; использовать в блоках про сиденье и механизм.
kw-341,ru,кресло с регулируемым сиденьем,adjustment,adjustable seat ru,commercial investigation,P2,/ru/articles/how-to-choose-chair-by-adjustability/,single_url,growth,consideration,medium,,,,,,,,Уточнение по регулировкам; использовать в блоках про сиденье и механизм.
kw-342,uk,крісло з регульованими підлокітниками,adjustment,adjustable armrests uk,commercial investigation,P2,/articles/how-to-choose-chair-by-adjustability/,single_url,growth,consideration,medium,,,,,,,,"Уточнение по подлокотникам; связывать с 3D X 360, 4D X 360 и уровнем серии."
kw-343,ru,кресло с регулируемыми подлокотниками,adjustment,adjustable armrests ru,commercial investigation,P2,/ru/articles/how-to-choose-chair-by-adjustability/,single_url,growth,consideration,medium,,,,,,,,"Уточнение по подлокотникам; связывать с 3D X 360, 4D X 360 и уровнем серии."
kw-344,uk,як вибрати крісло за зростом,guide,height fit uk,informational,P2,/articles/how-to-choose-chair-by-adjustability/ | /articles/chair-for-posture-and-long-work/,url_group,growth,awareness,medium,,,,,,,,"Раскрывать через диапазон настройки, стопы на полу, положение сиденья и отсутствие медицинских обещаний."
kw-345,ru,как выбрать кресло по росту,guide,height fit ru,informational,P2,/ru/articles/how-to-choose-chair-by-adjustability/ | /ru/articles/chair-for-posture-and-long-work/,url_group,growth,awareness,medium,,,,,,,,"Раскрывать через диапазон настройки, стопы на полу, положение сиденья и отсутствие медицинских обещаний."
kw-346,uk,крісло для open space,guide,open space uk,commercial investigation,P2,/articles/chairs-for-office-team/,single_url,growth,consideration,medium,,,,,,,,"Командный офисный сценарий; раскрывать через одинаковые рабочие места, шум, визуальную нейтральность и поддержку."
kw-347,ru,кресло для open space,guide,open space ru,commercial investigation,P2,/ru/articles/chairs-for-office-team/,single_url,growth,consideration,medium,,,,,,,,"Командный офисный сценарий; раскрывать через одинаковые рабочие места, шум, визуальную нейтральность и поддержку."
kw-348,uk,ергономічне крісло для офісу,commercial category,ergonomic office uk,commercial investigation,P1,/products/ | /articles/chairs-for-office-team/,url_group,growth,consideration,high,,,,,,,,"Широкий коммерческий запрос; усиливать каталог и B2B-гайд, не создавать дублирующий хаб без GSC."
kw-349,ru,эргономичное кресло для офиса,commercial category,ergonomic office ru,commercial investigation,P1,/ru/products/ | /ru/articles/chairs-for-office-team/,url_group,growth,consideration,high,,,,,,,,"Широкий коммерческий запрос; усиливать каталог и B2B-гайд, не создавать дублирующий хаб без GSC."
kw-350,uk,як зібрати крісло aerocool,guide,chair assembly uk,informational,P2,/articles/chair-setup-after-purchase/ | /faq/,url_group,growth,support,low,,,,,,,,Post-purchase long-tail; добавлять только фактические шаги сборки и ссылку на поддержку.
kw-351,ru,как собрать кресло aerocool,guide,chair assembly ru,informational,P2,/ru/articles/chair-setup-after-purchase/ | /ru/faq/,url_group,growth,support,low,,,,,,,,Post-purchase long-tail; добавлять только фактические шаги сборки и ссылку на поддержку.
kw-352,uk,інструкція з налаштування крісла aerocool,guide,chair setup instruction uk,informational,P2,/articles/chair-setup-after-purchase/,single_url,growth,support,low,,,,,,,,Поддерживающий запрос для post-purchase инструкции; не смешивать с предкупочным выбором.
kw-353,ru,инструкция по настройке кресла aerocool,guide,chair setup instruction ru,informational,P2,/ru/articles/chair-setup-after-purchase/,single_url,growth,support,low,,,,,,,,Поддерживающий запрос для post-purchase инструкции; не смешивать с предкупочным выбором.
kw-354,uk,сервіс aerocool крісла,support,chair service uk,support,P2,/contact/ | /faq/,url_group,growth,support,medium,,,,,,,,Сервисный trust-запрос; не обещать сервисные условия шире опубликованных фактов.
kw-355,ru,сервис aerocool кресла,support,chair service ru,support,P2,/ru/contact/ | /ru/faq/,url_group,growth,support,medium,,,,,,,,Сервисный trust-запрос; не обещать сервисные условия шире опубликованных фактов.
kw-356,uk,гарантійний ремонт крісла aerocool,support,warranty repair uk,support,P2,/faq/ | /contact/,url_group,growth,support,medium,,,,,,,,Раскрывать как маршрут обращения и условия гарантии только после подтверждения команды.
kw-357,ru,гарантийный ремонт кресла aerocool,support,warranty repair ru,support,P2,/ru/faq/ | /ru/contact/,url_group,growth,support,medium,,,,,,,,Раскрывать как маршрут обращения и условия гарантии только после подтверждения команды.
kw-358,uk,де купити крісло aerocool в україні,transaction,where to buy uk,transactional,P1,/products/ | /contact/,url_group,growth,purchase,high,,,,,,,,"Покупательский локальный запрос; вести в каталог и контакты, условия покупки сверять с product facts."
kw-359,ru,где купить кресло aerocool в украине,transaction,where to buy ru,transactional,P1,/ru/products/ | /ru/contact/,url_group,growth,purchase,high,,,,,,,,"Покупательский локальный запрос; вести в каталог и контакты, условия покупки сверять с product facts."
kw-360,uk,де подивитися крісла aerocool в україні,transaction,where to see uk,commercial investigation,P2,/contact/ | /products/,url_group,growth,purchase,medium,,,,,,,,"Не обещать шоурум без подтверждения; отвечать через контакты, консультацию и каталог."
kw-361,ru,где посмотреть кресла aerocool в украине,transaction,where to see ru,commercial investigation,P2,/ru/contact/ | /ru/products/,url_group,growth,purchase,medium,,,,,,,,"Не обещать шоурум без подтверждения; отвечать через контакты, консультацию и каталог."
kw-362,uk,крісло до 10000 грн,transaction,price range under 10000 uk,transactional,P2,/products/sky/light/,single_url,growth,purchase,high,,,,,,,,Price-range запрос; использовать только пока цена SKY Light подтверждает диапазон.
kw-363,ru,кресло до 10000 грн,transaction,price range under 10000 ru,transactional,P2,/ru/products/sky/light/,single_url,growth,purchase,high,,,,,,,,Price-range запрос; использовать только пока цена SKY Light подтверждает диапазон.
kw-364,uk,крісло до 12000 грн,transaction,price range under 12000 uk,transactional,P2,/products/ | /products/wing/,url_group,growth,purchase,high,,,,,,,,Price-range запрос; сверять с текущими ценами и не фиксировать как вечное обещание.
kw-365,ru,кресло до 12000 грн,transaction,price range under 12000 ru,transactional,P2,/ru/products/ | /ru/products/wing/,url_group,growth,purchase,high,,,,,,,,Price-range запрос; сверять с текущими ценами и не фиксировать как вечное обещание.
